,query_id,query,target,tokens_to_replace,min_replacement_response,new_sentences
20,tweet-sno-1221,I cringe knowing they throw vaccine out in NY while the rest of us are waiting.,New York State threw away COVID-19 vaccine doses that could have been otherwise used.,"[{'token': 'NY', 'type': 'GPE', 'description': 'Countries, cities, states'}]","{
""replaceable_entities"": [
{
""token"": ""NY"",
""replacements"": [""CA"", ""FL"", ""TX""]
}
]
}","[{""sentence"": ""I cringe knowing they throw vaccine out in CA while the rest of us are waiting."", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9974307417869568}]}, {""sentence"": ""I cringe knowing they throw vaccine out in FL while the rest of us are waiting."", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9969062209129333}]}, {""sentence"": ""I cringe knowing they throw vaccine out in TX while the rest of us are waiting."", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9967041611671448}]}]"
21,tweet-sno-1222,"Dear Clintons, You know what's deplorable? Being Impeached!!! #BasketOfDeplorables","Donald Trump Jr. taunted the Clintons in 2016 by tweeting that being impeached was ""deplorable.""","[{'token': 'Clintons', 'type': 'PERSON', 'description': 'People, including fictional'}]","{
""replaceable_entities"": [
{
""token"": ""Clintons"",
""replacements"": [""Obamas"", ""Kennedys"", ""Nixons""]
}
]
}","[{""sentence"": ""Dear Obamas, You know what's deplorable? Being Impeached!!! #BasketOfDeplorables"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9994943141937256}]}, {""sentence"": ""Dear Kennedys, You know what's deplorable? Being Impeached!!! #BasketOfDeplorables"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9994935989379883}]}, {""sentence"": ""Dear Nixons, You know what's deplorable? Being Impeached!!! #BasketOfDeplorables"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9994688630104065}]}]"
22,tweet-sno-1223,jan 11 – tw cannibalism // armie hammer blood drinking cannibal sex kink dms,Screenshots of DMs and texts alleged to be from actor Armie Hammer suggesting he is into cannibalism and kinky sex are real and authentic.,"[{'token': '11', 'type': 'CARDINAL', 'description': 'Numerals that do not fall under another type'}]","{
""replaceable_entities"": [
{
""token"": ""11"",
""replacements"": [""5"", ""25"", ""30""]
}
]
}","[{""sentence"": ""jan 5 \u2013 tw cannibalism // armie hammer blood drinking cannibal sex kink dms"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9990122318267822}]}, {""sentence"": ""jan 25 \u2013 tw cannibalism // armie hammer blood drinking cannibal sex kink dms"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9989843964576721}]}, {""sentence"": ""jan 30 \u2013 tw cannibalism // armie hammer blood drinking cannibal sex kink dms"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9989882111549377}]}]"
23,tweet-sno-1224,So the guy waving Indian Flag at Capitol hill is a VHS member 'Krishna Gudipati' (Res Jacket). Video was posted by Vencent Xavior who later deleted it. Thread. 👇,"An Indian flag was waved among the crowd of people that stormed the U.S. Capitol on Jan. 6, 2021.","[{'token': 'Indian Flag', 'type': 'WORK_OF_ART', 'description': 'Titles of books, songs, etc. '}, {'token': 'Capitol', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}, {'token': ""Krishna Gudipati'"", 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Res Jacket', 'type': 'WORK_OF_ART', 'description': 'Titles of books, songs, etc. '}, {'token': 'Vencent Xavior', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}]","{
""replaceable_entities"": [
{
""token"": ""Indian Flag"",
""replacements"": [""French Flag"", ""Chinese Flag"", ""Japanese Flag""]
}
]
}","[{""sentence"": ""So the guy waving French Flag at Capitol hill is a VHS member 'Krishna Gudipati' (Res Jacket). Video was posted by Vencent Xavior who later deleted it. Thread. \ud83d\udc47"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.999434769153595}]}, {""sentence"": ""So the guy waving Chinese Flag at Capitol hill is a VHS member 'Krishna Gudipati' (Res Jacket). Video was posted by Vencent Xavior who later deleted it. Thread. \ud83d\udc47"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.999431312084198}]}, {""sentence"": ""So the guy waving Japanese Flag at Capitol hill is a VHS member 'Krishna Gudipati' (Res Jacket). Video was posted by Vencent Xavior who later deleted it. Thread. \ud83d\udc47"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9994396567344666}]}]"
24,tweet-sno-1225,Syringe-shaped cakes are displayed for sale at Dortmund's Schuerener Backparadies bakery as Germany continues the rollout of the coronavirus vaccine. More photos of the day:📷 Leon Kuegeler,A German bakery is making cakes in the shape of syringes in honor of COVID-19 vaccines.,"[{'token': ""Dortmund's Schuerener Backparadies"", 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}, {'token': 'Germany', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': 'Leon Kuegeler', 'type': 'PERSON', 'description': 'People, including fictional'}]","{
""replaceable_entities"": [
{
""token"": ""Dortmund's Schuerener Backparadies"",
""type"": ""ORG"",
""description"": ""Companies, agencies, institutions, etc."",
""replacements"": [""Berlin's Konditorei Heaven"", ""Munich's Sweet Delights"", ""Hamburg's Cake Fantasy""]
}
]
}","[{""sentence"": ""Syringe-shaped cakes are displayed for sale at Berlin's Konditorei Heaven bakery as Germany continues the rollout of the coronavirus vaccine. More photos of the day:\ud83d\udcf7 Leon Kuegeler"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9993075132369995}]}, {""sentence"": ""Syringe-shaped cakes are displayed for sale at Munich's Sweet Delights bakery as Germany continues the rollout of the coronavirus vaccine. More photos of the day:\ud83d\udcf7 Leon Kuegeler"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9993147850036621}]}, {""sentence"": ""Syringe-shaped cakes are displayed for sale at Hamburg's Cake Fantasy bakery as Germany continues the rollout of the coronavirus vaccine. More photos of the day:\ud83d\udcf7 Leon Kuegeler"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9993116855621338}]}]"
25,tweet-sno-1226,"“The U.S. Fish & Wildlife Service is investigating the harassment of a manatee…reported to federal authorities over the weekend discovered w/ words ""Trump"" scraped in its back …discovered in Blue Hole on the Homosassa River” (via) – Insurrectioning wildlife?",An endangered Florida manatee was discovered with the word “Trump” carved into its back.,"[{'token': 'The U.S. Fish & Wildlife Service', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}, {'token': 'the weekend', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}, {'token': 'Trump', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'Blue Hole', 'type': 'LOC', 'description': 'Non-GPE locations, mountain ranges, bodies of water'}, {'token': 'the Homosassa River', 'type': 'LOC', 'description': 'Non-GPE locations, mountain ranges, bodies of water'}]","{
""replaceable_entities"": [
{
""token"": ""The U.S. Fish & Wildlife Service"",
""replacements"": [""The National Park Service"", ""The U.S. Department of the Interior"", ""The Environmental Protection Agency""]
}
]
}","[{""sentence"": ""\u201cThe National Park Service is investigating the harassment of a manatee\u2026reported to federal authorities over the weekend discovered w/ words \""Trump\"" scraped in its back \u2026discovered in Blue Hole on the Homosassa River\u201d (via) \u2013 Insurrectioning wildlife?"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.999470055103302}]}, {""sentence"": ""\u201cThe U.S. Department of the Interior is investigating the harassment of a manatee\u2026reported to federal authorities over the weekend discovered w/ words \""Trump\"" scraped in its back \u2026discovered in Blue Hole on the Homosassa River\u201d (via) \u2013 Insurrectioning wildlife?"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9994788765907288}]}, {""sentence"": ""\u201cThe Environmental Protection Agency is investigating the harassment of a manatee\u2026reported to federal authorities over the weekend discovered w/ words \""Trump\"" scraped in its back \u2026discovered in Blue Hole on the Homosassa River\u201d (via) \u2013 Insurrectioning wildlife?"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9994750618934631}]}]"
26,tweet-sno-1227,also the newest congress member from Illinois brought up hitler in her speech and was like “hitler was right about one thing” 💀💀before the riots even started,"Rep. Mary Miller said ""Hitler was right on one thing"" before a mob of Trump supporters stormed the nation's Capitol on Jan. 6, 2020..","[{'token': 'Illinois', 'type': 'GPE', 'description': 'Countries, cities, states'}, {'token': 'one', 'type': 'CARDINAL', 'description': 'Numerals that do not fall under another type'}]","{
""replaceable_entities"": [
{
""token"": ""Illinois"",
""replacements"": [""California"", ""Texas"", ""Florida""]
}
]
}","[{""sentence"": ""also the newest congress member from California brought up hitler in her speech and was like \u201chitler was right about one thing\u201d \ud83d\udc80\ud83d\udc80before the riots even started"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9994874000549316}]}, {""sentence"": ""also the newest congress member from Texas brought up hitler in her speech and was like \u201chitler was right about one thing\u201d \ud83d\udc80\ud83d\udc80before the riots even started"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9994850158691406}]}, {""sentence"": ""also the newest congress member from Florida brought up hitler in her speech and was like \u201chitler was right about one thing\u201d \ud83d\udc80\ud83d\udc80before the riots even started"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9994875192642212}]}]"
27,tweet-sno-1228,"-Mary Miller (IL) spoke today shortly before the riots broke out, stating “Hitler was right on one thing. He said, ‘Whoever has the youth has the future.’”","Rep. Mary Miller said ""Hitler was right on one thing"" before a mob of Trump supporters stormed the nation's Capitol on Jan. 6, 2020..","[{'token': 'Mary Miller', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'IL', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}, {'token': 'today', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}, {'token': 'Hitler', 'type': 'PERSON', 'description': 'People, including fictional'}, {'token': 'one', 'type': 'CARDINAL', 'description': 'Numerals that do not fall under another type'}]","{
""replaceable_entities"": [
{
""token"": ""Mary Miller"",
""replacements"": [""Sarah Johnson"", ""Emily Davis"", ""Laura Brown""]
}
]
}","[{""sentence"": ""-Sarah Johnson (IL) spoke today shortly before the riots broke out, stating \u201cHitler was right on one thing. He said, \u2018Whoever has the youth has the future.\u2019\u201d"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9994587302207947}]}, {""sentence"": ""-Emily Davis (IL) spoke today shortly before the riots broke out, stating \u201cHitler was right on one thing. He said, \u2018Whoever has the youth has the future.\u2019\u201d"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9994550347328186}]}, {""sentence"": ""-Laura Brown (IL) spoke today shortly before the riots broke out, stating \u201cHitler was right on one thing. He said, \u2018Whoever has the youth has the future.\u2019\u201d"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9994532465934753}]}]"
28,tweet-sno-1229,People who broke into the Capitol Wednesday are now learning they are on No-Fly lists pending the full investigation. They are not happy about this.,A video shows a person who attended the Capitol riot finding out that they had been added to the no-fly list.,"[{'token': 'Capitol', 'type': 'FAC', 'description': 'Buildings, airports, highways, bridges, etc.'}, {'token': 'Wednesday', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}, {'token': 'No-Fly', 'type': 'ORG', 'description': 'Companies, agencies, institutions, etc.'}]","{
""replaceable_entities"": [
{
""token"": ""Capitol"",
""replacements"": [""White House"", ""Congress"", ""Parliament""]
}
]
}","[{""sentence"": ""People who broke into the White House Wednesday are now learning they are on No-Fly lists pending the full investigation. They are not happy about this."", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9992642998695374}]}, {""sentence"": ""People who broke into the Congress Wednesday are now learning they are on No-Fly lists pending the full investigation. They are not happy about this."", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9992326498031616}]}, {""sentence"": ""People who broke into the Parliament Wednesday are now learning they are on No-Fly lists pending the full investigation. They are not happy about this."", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.999230146408081}]}]"
29,tweet-sno-1230,apparently a guy accidentally tasered himself in the balls and then died of a heart attack while trying to steal a painting yesterday and if we can’t all come together over how hilarious that is we may be beyond hope,"An Alabama man who was in attendance during the Jan. 6, 2021, insurrection at the U.S. Capitol suffered a fatal heart attack after accidentally tasing himself in the testicles.","[{'token': 'yesterday', 'type': 'DATE', 'description': 'Absolute or relative dates or periods'}]","{
""replaceable_entities"": [
{
""token"": ""yesterday"",
""replacements"": [""last week"", ""a few days ago"", ""on Tuesday""]
}
]
}","[{""sentence"": ""apparently a guy accidentally tasered himself in the balls and then died of a heart attack while trying to steal a painting last week and if we can\u2019t all come together over how hilarious that is we may be beyond hope"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9993699193000793}]}, {""sentence"": ""apparently a guy accidentally tasered himself in the balls and then died of a heart attack while trying to steal a painting a few days ago and if we can\u2019t all come together over how hilarious that is we may be beyond hope"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9993736147880554}]}, {""sentence"": ""apparently a guy accidentally tasered himself in the balls and then died of a heart attack while trying to steal a painting on Tuesday and if we can\u2019t all come together over how hilarious that is we may be beyond hope"", ""verifier_score"": [{""label"": ""LABEL_1"", ""score"": 0.9993557333946228}]}]"
